location,LON,LAT,YEAR,MM,DD,DOY,date,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,PRECTOT,PS,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,TS,WS10M
ARH2,-90.0766,35.67487,2018,5,23,143,2018-05-23,34.94,20.95,40.64,1.71,100.86,81.32,24.52,21.16,21.07,28.86,20.06,24.29,1.98
ARH2,-90.0766,35.67487,2018,5,24,144,2018-05-24,35.27,22.41,40.71,5.44,100.87,82.51,24.56,21.42,21.38,28.08,20.14,24.31,1.49
ARH2,-90.0766,35.67487,2018,5,25,145,2018-05-25,35.52,13.93,40.78,2.12,100.45,83.05,24.27,21.24,21.21,28.56,20.87,24.05,2.26
ARH2,-90.0766,35.67487,2018,5,26,146,2018-05-26,34.52,24.24,40.84,1.08,100.15,85.53,24.25,21.69,21.67,28.17,19.9,24.3,2.11
ARH2,-90.0766,35.67487,2018,5,27,147,2018-05-27,34.17,25.78,40.9,0.78,100.25,78.72,25.5,21.6,21.54,30.38,20.67,25.61,1.63
ARH2,-90.0766,35.67487,2018,5,28,148,2018-05-28,34.92,22.9,40.96,2.82,100.16,83.37,25.24,22.25,22.2,29.7,20.42,25.19,3.11
ARH2,-90.0766,35.67487,2018,5,29,149,2018-05-29,36.04,16.62,41.02,5.38,99.75,85.83,24.52,22.01,22.01,28.23,21.55,24.8,3.14
ARH2,-90.0766,35.67487,2018,5,30,150,2018-05-30,34.86,24.49,41.07,0.71,99.79,80.27,26.48,22.87,22.8,31.11,21.58,26.47,4
ARH2,-90.0766,35.67487,2018,5,31,151,2018-05-31,35.23,21.52,41.12,7.78,100.09,82.55,27.03,23.85,23.82,30.55,24.44,26.77,4.81
ARH2,-90.0766,35.67487,2018,6,1,152,2018-06-01,36.06,23.36,41.17,15.6,100.22,82.96,26.55,23.46,23.43,31.35,23.2,26.94,2.29
ARH2,-90.0766,35.67487,2018,6,2,153,2018-06-02,35.3,24.15,41.21,3.78,100.18,80.58,26.67,23.11,23.02,31.14,21.72,26.43,2
ARH2,-90.0766,35.67487,2018,6,3,154,2018-06-03,29.97,29.54,41.25,0.58,100.61,68.52,24.01,17.97,17.75,28.37,20.19,23.63,4.96
ARH2,-90.0766,35.67487,2018,6,4,155,2018-06-04,30.08,29.09,41.29,0,100.7,67.04,22.56,16.24,16.11,28.6,15.99,22.39,2.74
ARH2,-90.0766,35.67487,2018,6,5,156,2018-06-05,30.06,28.99,41.33,0,100.37,61.74,24.1,16.41,16.27,29.7,17.11,23.71,1.48
ARH2,-90.0766,35.67487,2018,6,6,157,2018-06-06,30.37,29.29,41.36,0,100.37,60.67,25.86,17.8,17.53,31.44,18.83,24.88,1.26
ARH2,-90.0766,35.67487,2018,6,7,158,2018-06-07,31.15,27.93,41.39,0,100.64,63.64,26.4,19.08,18.92,31.99,19.87,25.86,2.04
ARH2,-90.0766,35.67487,2018,6,8,159,2018-06-08,34.19,26.9,41.42,0,100.87,64.2,26.91,19.71,19.52,32.42,19.99,26.51,1.95
ARH2,-90.0766,35.67487,2018,6,9,160,2018-06-09,35.01,24.21,41.45,1.28,100.73,69.44,27.14,21.19,21.04,31.12,23.55,26.71,1.8
ARH2,-90.0766,35.67487,2018,6,10,161,2018-06-10,33.87,28.14,41.47,0,100.37,71.17,26.66,21.12,21,32.24,21.49,26.58,3.36
ARH2,-90.0766,35.67487,2018,6,11,162,2018-06-11,34.07,26.66,41.49,2.21,100.23,80.63,25.79,22.27,22.19,30.22,21,25.82,3.87
ARH2,-90.0766,35.67487,2018,6,12,163,2018-06-12,35.65,25.29,41.51,15.36,100.38,87.45,25.84,23.6,23.59,28.99,22.98,25.59,3.42
ARH2,-90.0766,35.67487,2018,6,13,164,2018-06-13,36.39,26.5,41.53,2.27,100.55,83.98,26.55,23.66,23.63,30.73,22.71,26.69,2.1
ARH2,-90.0766,35.67487,2018,6,14,165,2018-06-14,35.73,25.07,41.54,0.24,100.59,82.57,26.75,23.58,23.53,30.78,23.53,26.12,1.51
ARH2,-90.0766,35.67487,2018,6,15,166,2018-06-15,33.9,26.93,41.55,0.48,100.5,74.66,27.25,22.46,22.33,32.5,22.98,27.05,2.26
ARH2,-90.0766,35.67487,2018,6,16,167,2018-06-16,34.9,26.08,41.56,0.1,100.55,73.21,28.23,23.09,22.96,33.4,22.36,28.39,2.23
ARH2,-90.0766,35.67487,2018,6,17,168,2018-06-17,35.28,27.36,41.57,0.16,100.76,76.21,28.05,23.57,23.47,32.68,23.49,28.17,2.66
ARH2,-90.0766,35.67487,2018,6,18,169,2018-06-18,35.12,26.89,41.57,0.01,100.89,73.15,27.27,22.15,22.04,32.25,22.74,27.42,3.34
ARH2,-90.0766,35.67487,2018,6,19,170,2018-06-19,35,25.31,41.57,0.01,100.7,74.64,26.36,21.59,21.5,30.99,21.78,26.47,3.63
ARH2,-90.0766,35.67487,2018,6,20,171,2018-06-20,36.5,14.68,41.57,8.39,100.36,84.55,25.34,22.58,22.55,29.69,22.27,25.4,3.58
ARH2,-90.0766,35.67487,2018,6,21,172,2018-06-21,35.73,21.19,41.57,17.52,99.91,80.88,25.48,22.01,21.94,30.16,21.44,25.6,3.63
ARH2,-90.0766,35.67487,2018,6,22,173,2018-06-22,34.37,25.26,41.56,0.54,99.85,73.42,24.19,19.24,19.14,28.42,19.63,24.25,3.83
ARH2,-90.0766,35.67487,2018,6,23,174,2018-06-23,34.47,27.94,41.55,1.41,99.97,81.82,24.81,21.53,21.44,28.59,20.1,24.6,2.74
ARH2,-90.0766,35.67487,2018,6,24,175,2018-06-24,36.63,18.86,41.54,7.69,100.3,83.2,26.59,23.54,23.51,30.75,22.57,26.46,3.88
ARH2,-90.0766,35.67487,2018,6,25,176,2018-06-25,36.29,22.31,41.52,0.63,100.57,82.87,26.83,23.71,23.68,30.72,23.52,26.65,4.08
ARH2,-90.0766,35.67487,2018,6,26,177,2018-06-26,36.15,28.11,41.51,1.16,100.55,79.89,27.58,23.86,23.79,32,24.73,27.29,4.44
ARH2,-90.0766,35.67487,2018,6,27,178,2018-06-27,36.92,26.93,41.49,2.11,100.34,88.59,26.5,24.46,24.46,29.18,24.63,26.16,3.95
ARH2,-90.0766,35.67487,2018,6,28,179,2018-06-28,36.55,27.98,41.47,9.54,100.4,80.31,28.41,24.76,24.69,32.44,25.47,27.99,3.62
ARH2,-90.0766,35.67487,2018,6,29,180,2018-06-29,36.13,24.9,41.44,0.03,100.56,84.39,27.34,24.51,24.47,31.19,24.16,27.66,1.94
ARH2,-90.0766,35.67487,2018,6,30,181,2018-06-30,35.66,27.52,41.42,0.62,100.53,79.28,28.26,24.4,24.33,33.12,23.13,28.52,2.23
ARH2,-90.0766,35.67487,2018,7,1,182,2018-07-01,35.82,27.89,41.39,0.79,100.43,77.46,28,23.78,23.69,32.27,23.79,27.79,3.02
ARH2,-90.0766,35.67487,2018,7,2,183,2018-07-02,37.72,20.81,41.35,1.32,100.5,80.71,27.53,23.97,23.9,31.57,24.16,27.51,1.79
ARH2,-90.0766,35.67487,2018,7,3,184,2018-07-03,37.04,24.69,41.32,0.15,100.75,83.11,27.22,24.14,24.11,30.74,24.29,27.23,2.75
ARH2,-90.0766,35.67487,2018,7,4,185,2018-07-04,36.55,26.01,41.28,0.99,101.09,77.06,28.99,24.66,24.56,33.61,23.88,29.37,2.34
ARH2,-90.0766,35.67487,2018,7,5,186,2018-07-05,36.92,27.52,41.24,1.71,101.29,80.59,28.26,24.67,24.6,32.95,24.86,28.18,2.67
ARH2,-90.0766,35.67487,2018,7,6,187,2018-07-06,36.59,19.68,41.2,6.4,101.21,87.69,26.89,24.69,24.68,30.11,23.76,26.75,2.94
ARH2,-90.0766,35.67487,2018,7,7,188,2018-07-07,34.85,25.34,41.15,0.8,101.06,78.1,25.65,21.62,21.52,30.13,21.73,25.99,5.26
ARH2,-90.0766,35.67487,2018,7,8,189,2018-07-08,36.61,22.8,41.11,0.29,101.11,80.96,26.07,22.6,22.54,30.45,22.09,26.41,2.91
ARH2,-90.0766,35.67487,2018,7,9,190,2018-07-09,36.8,22.22,41.06,0.39,101.22,77.58,26.81,22.64,22.57,31.32,21.96,27.34,1.88
ARH2,-90.0766,35.67487,2018,7,10,191,2018-07-10,37.12,23.64,41,0.05,100.92,70.81,28.65,22.96,22.82,32.93,22.93,28.91,1.08
ARH2,-90.0766,35.67487,2018,7,11,192,2018-07-11,36.05,26.92,40.95,0.02,100.7,68.48,29.48,23.21,23.06,34.53,24.69,29.68,1.86
ARH2,-90.0766,35.67487,2018,7,12,193,2018-07-12,35.58,27.41,40.89,0.57,100.83,74,28.7,23.72,23.59,33.93,23.63,29.4,2.28
ARH2,-90.0766,35.67487,2018,7,13,194,2018-07-13,36.5,26.27,40.83,0.6,100.82,68.35,29.85,23.54,23.37,35.14,23.87,30.32,1.02
ARH2,-90.0766,35.67487,2018,7,14,195,2018-07-14,37.3,27.07,40.77,0.62,100.67,64.91,30.37,23.18,23.01,35.98,24.73,30.69,2.55
ARH2,-90.0766,35.67487,2018,7,15,196,2018-07-15,37.87,26.75,40.7,9.78,100.52,68.53,29.69,23.43,23.27,34.91,24.58,29.92,2.88
ARH2,-90.0766,35.67487,2018,7,16,197,2018-07-16,37.98,23.66,40.63,0.71,100.48,72.02,29.14,23.71,23.57,34.19,23.92,29.88,1.65
ARH2,-90.0766,35.67487,2018,7,17,198,2018-07-17,37.38,23.59,40.56,0.38,100.55,74.52,28.83,23.96,23.85,33.32,24.71,29.37,2.12
ARH2,-90.0766,35.67487,2018,7,18,199,2018-07-18,37.35,13.16,40.49,5.6,100.47,81.7,27.11,23.77,23.71,31.13,24.16,27.43,2.77
ARH2,-90.0766,35.67487,2018,7,19,200,2018-07-19,36.61,24.69,40.42,0.95,100.26,74.11,28.36,23.41,23.29,33.39,22.9,29.07,1.96
ARH2,-90.0766,35.67487,2018,7,20,201,2018-07-20,37.28,26.8,40.34,0.58,100.09,72.38,30.02,24.63,24.49,36.45,24.43,30.33,3.32
ARH2,-90.0766,35.67487,2018,7,21,202,2018-07-21,34.64,27.5,40.26,0.11,100.12,67.42,28.06,21.6,21.3,33.61,23.19,28.66,3.54
ARH2,-90.0766,35.67487,2018,7,22,203,2018-07-22,33.54,25.36,40.17,0,100.14,65.28,26.36,19.46,19.33,31.61,20.9,27.06,3.41
ARH2,-90.0766,35.67487,2018,7,23,204,2018-07-23,34.76,17.36,40.09,0,100.35,67.48,25.17,18.84,18.72,30.6,20.56,26.02,4.03
ARH2,-90.0766,35.67487,2018,7,24,205,2018-07-24,33.22,25.73,40,0,100.59,63.87,26.59,19.32,19.18,32.7,20.2,27.27,2.91
ARH2,-90.0766,35.67487,2018,7,25,206,2018-07-25,32.9,26.84,39.91,0,100.58,60.03,27.54,19.22,19.02,34,21.53,28.35,2.36
ARH2,-90.0766,35.67487,2018,7,26,207,2018-07-26,35.56,22.15,39.81,0.85,100.56,58.57,27.91,19.17,19,34,22.18,28.09,1.6
ARH2,-90.0766,35.67487,2018,7,27,208,2018-07-27,34.7,25.03,39.71,2.95,100.77,67.83,26.48,20.18,20.01,32.07,22.05,27.41,2.78
ARH2,-90.0766,35.67487,2018,7,28,209,2018-07-28,34.54,13.93,39.61,0,100.87,62.04,25.85,18.16,18.03,31.64,20.21,26.49,2.11
ARH2,-90.0766,35.67487,2018,7,29,210,2018-07-29,35.41,18.79,39.51,4.54,100.65,61.27,25.75,17.86,17.68,32.12,19.21,26.38,2.65
ARH2,-90.0766,35.67487,2018,7,30,211,2018-07-30,36.05,14.52,39.4,5.76,100.48,79.3,23.82,20.08,20.04,27.69,20.82,24.12,1.88
ARH2,-90.0766,35.67487,2018,7,31,212,2018-07-31,33.8,18.27,39.29,4.87,100.43,72.31,24.43,19.23,19.12,29.34,19.78,24.75,1.7
ARH2,-90.0766,35.67487,2018,8,1,213,2018-08-01,31.47,26.25,39.18,0.07,100.61,68.57,23.93,17.91,17.8,30.06,18.14,24.84,2.91
ARH2,-90.0766,35.67487,2018,8,2,214,2018-08-02,30.7,27.32,39.06,0,100.72,58.04,25.62,16.87,16.7,32.14,18.96,25.91,2.21
ARH2,-90.0766,35.67487,2018,8,3,215,2018-08-03,31.23,27.52,38.94,0,100.84,49.48,27.51,16.06,15.93,34.16,21.14,27.43,1.35
ARH2,-90.0766,35.67487,2018,8,4,216,2018-08-04,34.13,26.41,38.82,0,100.88,56.1,28.24,18.77,18.6,34.95,21.25,28.76,2.39
ARH2,-90.0766,35.67487,2018,8,5,217,2018-08-05,36.05,21.76,38.7,0.84,101.07,73.26,26.83,21.75,21.64,31.03,23.84,26.93,2.89
ARH2,-90.0766,35.67487,2018,8,6,218,2018-08-06,35.55,24.07,38.57,0.68,100.93,59.7,28.69,20.22,20.08,35.52,22.01,29.37,3.5
ARH2,-90.0766,35.67487,2018,8,7,219,2018-08-07,36.17,26.08,38.44,0.68,100.63,57.19,29.47,20.25,20.1,36.23,23.1,30.12,4.13
ARH2,-90.0766,35.67487,2018,8,8,220,2018-08-08,37.87,12.98,38.31,8.54,100.56,74.15,27.25,22.35,22.23,32.46,23.83,27.77,2.84
ARH2,-90.0766,35.67487,2018,8,9,221,2018-08-09,36,8.67,38.17,2.16,100.54,85.77,24.52,22,21.99,26.64,22.79,24.6,1.63
ARH2,-90.0766,35.67487,2018,8,10,222,2018-08-10,33.6,25.91,38.03,0.2,100.48,59.05,27.14,18.57,18.29,32.95,21.46,27.64,2.31
ARH2,-90.0766,35.67487,2018,8,11,223,2018-08-11,35.06,24.78,37.89,0.22,100.52,58.69,28.09,19.37,19.14,34.87,20.65,28.42,2.21
ARH2,-90.0766,35.67487,2018,8,12,224,2018-08-12,35.09,24.72,37.75,0.86,100.8,59.76,27.9,19.49,19.31,34.56,22.25,28.67,2.65
ARH2,-90.0766,35.67487,2018,8,13,225,2018-08-13,35.7,14.48,37.6,0.45,100.77,61.18,27.39,19.39,19.18,33.76,21.47,28.37,1.91
ARH2,-90.0766,35.67487,2018,8,14,226,2018-08-14,36.85,11.3,37.45,0.68,100.62,70.54,26.06,20.41,20.27,29.17,23.32,26.05,2.18
ARH2,-90.0766,35.67487,2018,8,15,227,2018-08-15,36.82,17.75,37.3,23.63,100.5,71.09,26.91,21.35,21.17,32.85,22.84,26.95,4.38
ARH2,-90.0766,35.67487,2018,8,16,228,2018-08-16,37.57,NA,NA,36.36,100.54,82.83,27.61,24.47,24.4,32.12,24.06,27.36,4.04
ARH2,-90.0766,35.67487,2018,8,17,229,2018-08-17,37.09,13.28,36.99,14.71,100.65,89.78,26.18,24.36,24.38,28.39,23.67,26.21,2.78
ARH2,-90.0766,35.67487,2018,8,18,230,2018-08-18,36.01,21.29,36.82,0.65,100.45,77.75,26.12,22,21.93,30.46,22.09,26.46,1.69
ARH2,-90.0766,35.67487,2018,8,19,231,2018-08-19,36.58,20.65,36.66,2.38,100.28,75.39,26.89,22.26,22.12,31.62,21.51,27.26,1.6
ARH2,-90.0766,35.67487,2018,8,20,232,2018-08-20,37.24,16.61,36.49,9.18,100.16,85.54,26.52,23.92,23.9,30.27,22.7,26.67,4.85
ARH2,-90.0766,35.67487,2018,8,21,233,2018-08-21,34.6,15.04,36.32,1.77,100.51,79.22,24.41,20.63,20.59,28.68,20.53,24.71,3.65
ARH2,-90.0766,35.67487,2018,8,22,234,2018-08-22,33.25,21.65,36.15,0,101.03,70.61,23.26,17.72,17.57,28.62,18.71,23.65,3.03
ARH2,-90.0766,35.67487,2018,8,23,235,2018-08-23,32.4,24.05,35.97,0,100.99,64.39,21.86,14.95,14.85,27.94,16.39,22.41,2.53
ARH2,-90.0766,35.67487,2018,8,24,236,2018-08-24,35.87,21.11,35.79,0.17,100.64,58.93,24.71,16.25,16.02,31.7,17.8,24.79,3.7
ARH2,-90.0766,35.67487,2018,8,25,237,2018-08-25,34.27,24.03,35.61,0.01,100.81,62.18,27.23,19.5,19.28,34.51,20.6,27.39,3.8
ARH2,-90.0766,35.67487,2018,8,26,238,2018-08-26,35.31,23.54,35.43,0.22,100.93,65.3,28.31,21.32,21.17,34.66,22.68,28.66,2.91
ARH2,-90.0766,35.67487,2018,8,27,239,2018-08-27,35.49,22.59,35.28,0.03,100.71,64.45,28.66,21.44,21.3,34.65,23.45,29.04,4.22
ARH2,-90.0766,35.67487,2018,8,28,240,2018-08-28,35.82,22.25,35.12,0,100.72,62.32,29.06,21.27,21.1,35.02,23.81,29.61,4.06
ARH2,-90.0766,35.67487,2018,8,29,241,2018-08-29,36.76,15.94,34.96,7.97,100.76,73.63,28.21,23.17,23.03,33.76,24.16,28.78,3.56
ARH2,-90.0766,35.67487,2018,8,30,242,2018-08-30,36.81,20.56,34.8,14.83,100.88,86.65,25.85,23.47,23.47,28.93,23.52,26.03,1.29
ARH2,-90.0766,35.67487,2018,8,31,243,2018-08-31,36.78,15.66,34.64,7.18,100.72,83.9,25.71,22.81,22.78,29.56,22.73,25.74,2.21
ARH2,-90.0766,35.67487,2018,9,1,244,2018-09-01,35.82,22.79,34.47,0.01,100.79,71.63,26.96,21.51,21.4,32.45,22.22,27.26,3.35
ARH2,-90.0766,35.67487,2018,9,2,245,2018-09-02,36.03,21.52,34.31,0.11,100.85,70.23,27.64,21.85,21.73,33.36,22.31,27.88,3.04
ARH2,-90.0766,35.67487,2018,9,3,246,2018-09-03,35.87,21.83,34.13,0,101.02,67.36,28.01,21.54,21.39,33.48,22.96,28.35,3.29
ARH2,-90.0766,35.67487,2018,9,4,247,2018-09-04,35.85,21.61,33.96,0,100.98,63.52,28.23,20.8,20.65,34.26,22.41,28.6,2.96
ARH2,-90.0766,35.67487,2018,9,5,248,2018-09-05,36.58,20.62,33.79,0.74,100.9,62.46,27.32,19.66,19.51,33.71,22.06,27.87,3.76
ARH2,-90.0766,35.67487,2018,9,6,249,2018-09-06,38.27,14.87,33.61,4.54,100.75,73,26.89,21.75,21.61,31.85,23.09,27.08,4.46
ARH2,-90.0766,35.67487,2018,9,7,250,2018-09-07,38.07,11.83,33.43,5.36,100.57,83.91,26.01,23.11,23.08,29.69,22.97,26.11,3.28
ARH2,-90.0766,35.67487,2018,9,8,251,2018-09-08,37.94,13.17,33.24,15.79,100.12,87.51,25.27,23.05,23.04,28.66,21.86,25.2,3.37
ARH2,-90.0766,35.67487,2018,9,9,252,2018-09-09,36.09,8.55,33.06,26.42,100.22,86.22,19.95,17.59,17.57,23.57,16.98,20.25,3.52
ARH2,-90.0766,35.67487,2018,9,10,253,2018-09-10,32.91,14.22,32.87,0.04,100.66,80.49,19.69,16.28,16.26,24.4,15.18,20.08,2.67
ARH2,-90.0766,35.67487,2018,9,11,254,2018-09-11,33.26,15.44,32.68,0,100.92,78.48,19.9,16.1,16.07,24.47,16.1,19.96,3.15
ARH2,-90.0766,35.67487,2018,9,12,255,2018-09-12,35.18,11.88,32.49,0.09,100.97,81.92,20.82,17.65,17.63,24.47,17.86,20.84,2.81
ARH2,-90.0766,35.67487,2018,9,13,256,2018-09-13,34.57,21.61,32.3,0,100.88,69.99,25.6,19.84,19.72,31.61,18.8,25.44,1.77
ARH2,-90.0766,35.67487,2018,9,14,257,2018-09-14,35.43,20.45,32.1,0.02,100.76,69.69,26.74,20.87,20.74,32.99,21.19,26.76,2.87
ARH2,-90.0766,35.67487,2018,9,15,258,2018-09-15,33.48,21.94,31.9,0.03,100.64,65.38,26.49,19.6,19.43,32.89,21.37,26.63,4.03
ARH2,-90.0766,35.67487,2018,9,16,259,2018-09-16,33.98,21.43,31.71,0.03,100.39,67.83,26.86,20.54,20.42,33.16,21.33,27.11,3.51
ARH2,-90.0766,35.67487,2018,9,17,260,2018-09-17,33.73,20.98,31.5,0,100.42,61.49,27.51,19.58,19.42,33.41,21.55,27.47,1.21
ARH2,-90.0766,35.67487,2018,9,18,261,2018-09-18,33.83,NA,NA,0,100.46,56.69,28.22,18.93,18.76,34.02,22.15,27.87,1.45
ARH2,-90.0766,35.67487,2018,9,19,262,2018-09-19,34.54,20.86,31.09,0.01,100.5,59.42,28.72,20.17,20.01,35.04,22.83,28.92,1.56
ARH2,-90.0766,35.67487,2018,9,20,263,2018-09-20,33.9,20.61,30.89,0,100.55,58.56,28.43,19.66,19.5,35.52,21.88,28.68,2.95
ARH2,-90.0766,35.67487,2018,9,21,264,2018-09-21,37.02,14.02,30.68,5.72,100.73,71.35,27.28,21.76,21.64,32.4,22.61,27.61,3
ARH2,-90.0766,35.67487,2018,9,22,265,2018-09-22,35.12,4.32,30.47,29.28,100.87,90.02,18.29,16.61,16.58,21.44,16.65,18.39,5.34
ARH2,-90.0766,35.67487,2018,9,23,266,2018-09-23,35.94,3.67,30.25,30.59,100.57,94.94,19.83,18.97,18.89,22.95,16.78,19.81,3.46
DEH1,-75.4502,38.64925,2018,5,2,122,2018-05-02,26.83,26.59,38.13,0,101.98,71.13,17.84,12.62,12.48,24.02,11.99,15.95,4.79
DEH1,-75.4502,38.64925,2018,5,3,123,2018-05-03,29.87,26.15,38.28,0,101.76,78.68,19.39,15.64,15.53,23.83,15.54,17.49,6.56
DEH1,-75.4502,38.64925,2018,5,4,124,2018-05-04,31.39,25.31,38.43,0.12,101.41,82.33,19.42,16.35,16.26,22.5,16.42,17.9,6.11
DEH1,-75.4502,38.64925,2018,5,5,125,2018-05-05,31.67,14.91,38.57,0.49,101.84,74.55,16.22,11.75,11.63,18.38,13.06,15.41,3.69
DEH1,-75.4502,38.64925,2018,5,6,126,2018-05-06,32.07,5.67,38.71,2.85,101.27,92.3,16.08,14.81,14.78,19.2,13.04,15.42,2.12
DEH1,-75.4502,38.64925,2018,5,7,127,2018-05-07,29.04,20.29,38.85,0.19,101.72,84.3,15.18,12.55,12.56,18.41,11.91,15.55,3.6
DEH1,-75.4502,38.64925,2018,5,8,128,2018-05-08,27.82,24.9,38.98,0.02,102.2,84.02,13.8,11.15,11.17,17.62,10.62,14.48,4.81
DEH1,-75.4502,38.64925,2018,5,9,129,2018-05-09,27.12,26.17,39.11,0.04,101.98,75.73,14.02,9.85,9.81,18.51,10.13,14.39,3.28
DEH1,-75.4502,38.64925,2018,5,10,130,2018-05-10,30.11,25.47,39.24,0.78,101.35,85.9,16.32,13.95,13.66,20.92,10.4,15.92,5.6
DEH1,-75.4502,38.64925,2018,5,11,131,2018-05-11,30.06,25.86,39.36,0.26,101.54,79.37,19.21,15.6,15.53,23.52,15.04,18.04,3.19
DEH1,-75.4502,38.64925,2018,5,12,132,2018-05-12,32.57,26.22,39.48,4.31,101.62,85.37,19.17,16.67,16.59,25.13,15.04,18.36,4
DEH1,-75.4502,38.64925,2018,5,13,133,2018-05-13,33.61,10.5,39.59,27.42,101.72,89.89,14.9,13.24,13.24,17.15,13.12,15.84,4.73
DEH1,-75.4502,38.64925,2018,5,14,134,2018-05-14,33.93,21.38,39.71,9.83,101.5,92.16,16.53,15.24,15.13,19.21,13.23,16.96,2.2
DEH1,-75.4502,38.64925,2018,5,15,135,2018-05-15,33.91,24.63,39.82,3.79,101.3,89.8,20.32,18.58,18.53,24.08,16.79,19.01,4.96
DEH1,-75.4502,38.64925,2018,5,16,136,2018-05-16,34.48,7.85,39.92,20.19,101.54,94.36,18.5,17.56,17.52,20.74,16.31,18.06,3.25
DEH1,-75.4502,38.64925,2018,5,17,137,2018-05-17,34.33,6.74,40.03,10.77,101.56,93.27,18.51,17.39,17.37,21.37,16.12,18.05,2.63
DEH1,-75.4502,38.64925,2018,5,18,138,2018-05-18,33.79,2.93,40.13,42.56,102.09,94.5,15.2,14.31,14.28,17.07,13.19,15.42,7.47
DEH1,-75.4502,38.64925,2018,5,19,139,2018-05-19,33.98,10.22,40.22,19.13,102.07,95.87,17.49,16.8,16.65,20.24,13.68,17.14,6.23
DEH1,-75.4502,38.64925,2018,5,20,140,2018-05-20,33.74,24.2,40.32,3.04,101.66,87.91,21.42,19.34,19.3,24.65,18.45,19.99,5.44
DEH1,-75.4502,38.64925,2018,5,21,141,2018-05-21,31.72,26.9,40.41,0.42,102.08,82.1,18.34,15.25,15.16,21.11,15.57,18.34,3.51
DEH1,-75.4502,38.64925,2018,5,22,142,2018-05-22,33.66,17.64,40.5,4.86,101.8,88.28,18.79,16.8,16.63,21.44,15.11,19.01,3.32
DEH1,-75.4502,38.64925,2018,5,23,143,2018-05-23,31.59,23.43,40.58,0.58,101.43,83.54,21.53,18.65,18.61,24.22,18.58,20.69,4.31
DEH1,-75.4502,38.64925,2018,5,24,144,2018-05-24,27.47,28.65,40.66,0,101.99,76.41,20.16,15.94,15.88,24.3,16.69,19.85,3.52
DEH1,-75.4502,38.64925,2018,5,25,145,2018-05-25,29.18,27.96,40.74,0,101.65,83.04,20.6,17.65,17.59,24.4,15.99,20.08,5.38
DEH1,-75.4502,38.64925,2018,5,26,146,2018-05-26,34.01,27.08,40.81,2.08,101.12,86.97,22.76,20.48,20.47,25.73,20.04,21.65,5.16
DEH1,-75.4502,38.64925,2018,5,27,147,2018-05-27,36.12,17.93,40.88,8.89,101.34,91.99,21.89,20.51,20.46,24.87,17.41,21.23,3.74
DEH1,-75.4502,38.64925,2018,5,28,148,2018-05-28,34.67,9.8,40.95,13.75,101.72,91.15,18.09,16.61,16.54,20.62,15.91,19.46,3.59
DEH1,-75.4502,38.64925,2018,5,29,149,2018-05-29,33.8,12.73,41.01,0.27,101.59,88.75,20.97,19.04,19.02,24.66,18.04,21.06,2.01
DEH1,-75.4502,38.64925,2018,5,30,150,2018-05-30,34.55,16.29,41.07,0.76,101.69,90.49,19.67,18.06,18.07,22.11,17.95,20.17,4
DEH1,-75.4502,38.64925,2018,5,31,151,2018-05-31,35.59,16.9,41.13,2.39,101.38,93.46,21.45,20.34,20.31,23.82,18.56,21.24,4.39
DEH1,-75.4502,38.64925,2018,6,1,152,2018-06-01,35.31,21.93,41.19,1.73,100.88,88.94,23.5,21.57,21.58,26.19,21.22,22.91,2.5
DEH1,-75.4502,38.64925,2018,6,2,153,2018-06-02,35.76,13.41,41.24,2.09,100.67,87.26,23.3,21.07,21.07,26.99,20.21,22.47,1.78
DEH1,-75.4502,38.64925,2018,6,3,154,2018-06-03,34.6,4.44,41.29,21.93,100.91,91.45,17.77,16.34,16.3,19.82,16.03,18.6,9.84
DEH1,-75.4502,38.64925,2018,6,4,155,2018-06-04,29.76,28.22,41.33,3.96,100.75,83.76,18.36,15.58,15.53,21.91,14.26,18.95,5.57
DEH1,-75.4502,38.64925,2018,6,5,156,2018-06-05,29.35,28.25,41.37,1.94,100.7,76.96,19.99,15.89,15.81,23.79,15.29,19.57,4.95
DEH1,-75.4502,38.64925,2018,6,6,157,2018-06-06,30.69,25.12,41.41,2.69,101.11,81.28,17.89,14.67,14.58,20.07,15.19,18.66,3.98
DEH1,-75.4502,38.64925,2018,6,7,158,2018-06-07,29.89,27.46,41.45,0,101.89,80.42,17.89,14.5,14.48,20.93,14.77,18.71,3.08
DEH1,-75.4502,38.64925,2018,6,8,159,2018-06-08,31.26,23.62,41.48,0.01,102.08,84.28,20.39,17.66,17.6,24.24,15.98,20.32,3.54
DEH1,-75.4502,38.64925,2018,6,9,160,2018-06-09,34.38,15.02,41.51,16.2,101.8,91.87,21.77,20.37,20.37,24.34,19.47,21.1,3
DEH1,-75.4502,38.64925,2018,6,10,161,2018-06-10,35.01,18.52,41.54,13.63,101.48,90.8,20.13,18.56,18.56,22.47,18.05,20.46,3.9
DEH1,-75.4502,38.64925,2018,6,11,162,2018-06-11,31.92,7.37,41.57,11.24,101.57,88.98,16.89,15.05,15.02,18.3,14.85,17.65,6.67
DEH1,-75.4502,38.64925,2018,6,12,163,2018-06-12,28.8,26.07,41.59,0.03,102.14,79.76,17.95,14.44,14.38,20.74,13.92,18.59,4.71
