date,location,rainfall,temp,temp_min,temp_max,allsky_sfc_sw_dwn,ps,rh2m,t2mdew,t2mwet,ws2m,dnr,GDD,source_temp,source_rain
2018-07-03,ARH2,0.15,27.22,24.29,30.74,24.69,100.75,83.11,24.14,24.11,1.73,20.38,17.22,NASA,NASA
2018-07-04,ARH2,0.99,28.99,23.88,33.61,26.01,101.09,77.06,24.66,24.56,1.46,20.38,18.99,NASA,NASA
2018-07-05,ARH2,1.71,28.26,24.86,32.95,27.52,101.29,80.59,24.67,24.6,1.67,20.38,18.26,NASA,NASA
2018-07-06,ARH2,6.4,26.89,23.76,30.11,19.68,101.21,87.69,24.69,24.68,1.87,20.38,16.89,NASA,NASA
2018-07-07,ARH2,0.8,25.65,21.73,30.13,25.34,101.06,78.1,21.62,21.52,3.54,20.38,15.65,NASA,NASA
2018-07-08,ARH2,0.29,26.07,22.09,30.45,22.8,101.11,80.96,22.6,22.54,1.89,20.38,16.07,NASA,NASA
2018-07-09,ARH2,0.39,26.81,21.96,31.32,22.22,101.22,77.58,22.64,22.57,1.17,20.38,16.81,NASA,NASA
2018-07-10,ARH2,0.05,28.65,22.93,32.93,23.64,100.92,70.81,22.96,22.82,0.68,20.38,18.65,NASA,NASA
2018-07-11,ARH2,0.02,29.48,24.69,34.53,26.92,100.7,68.48,23.21,23.06,1.17,20.38,19.48,NASA,NASA
2018-07-12,ARH2,0.57,28.7,23.63,33.93,27.41,100.83,74,23.72,23.59,1.46,20.38,18.7,NASA,NASA
2018-07-13,ARH2,0.6,29.85,23.87,35.14,26.27,100.82,68.35,23.54,23.37,0.57,20.38,19.85,NASA,NASA
2018-07-14,ARH2,0.62,30.37,24.73,35.98,27.07,100.67,64.91,23.18,23.01,1.57,20.38,20,NASA,NASA
2018-07-15,ARH2,9.78,29.69,24.58,34.91,26.75,100.52,68.53,23.43,23.27,1.86,20.38,19.69,NASA,NASA
2018-07-16,ARH2,0.71,29.14,23.92,34.19,23.66,100.48,72.02,23.71,23.57,1.05,20.38,19.14,NASA,NASA
2018-07-17,ARH2,0.38,28.83,24.71,33.32,23.59,100.55,74.52,23.96,23.85,1.36,20.38,18.83,NASA,NASA
2018-07-18,ARH2,5.6,27.11,24.16,31.13,13.16,100.47,81.7,23.77,23.71,1.84,20.38,17.11,NASA,NASA
2018-07-19,ARH2,0.95,28.36,22.9,33.39,24.69,100.26,74.11,23.41,23.29,1.26,20.38,18.36,NASA,NASA
2018-07-20,ARH2,0.58,30.02,24.43,36.45,26.8,100.09,72.38,24.63,24.49,2.13,20.38,20,NASA,NASA
2018-07-21,ARH2,0.11,28.06,23.19,33.61,27.5,100.12,67.42,21.6,21.3,2.29,20.38,18.06,NASA,NASA
2018-07-22,ARH2,0,26.36,20.9,31.61,25.36,100.14,65.28,19.46,19.33,2.23,20.38,16.36,NASA,NASA
2018-07-23,ARH2,0,25.17,20.56,30.6,17.36,100.35,67.48,18.84,18.72,2.68,20.38,15.17,NASA,NASA
2018-07-24,ARH2,0,26.59,20.2,32.7,25.73,100.59,63.87,19.32,19.18,1.84,20.38,16.59,NASA,NASA
2018-07-25,ARH2,0,27.54,21.53,34,26.84,100.58,60.03,19.22,19.02,1.45,20.38,17.54,NASA,NASA
2018-07-26,ARH2,0.85,27.91,22.18,34,22.15,100.56,58.57,19.17,19,1,20.38,17.91,NASA,NASA
2018-07-27,ARH2,2.95,26.48,22.05,32.07,25.03,100.77,67.83,20.18,20.01,1.82,20.38,16.48,NASA,NASA
2018-07-28,ARH2,0,25.85,20.21,31.64,13.93,100.87,62.04,18.16,18.03,1.28,20.38,15.85,NASA,NASA
2018-07-29,ARH2,4.54,25.75,19.21,32.12,18.79,100.65,61.27,17.86,17.68,1.67,20.38,15.75,NASA,NASA
2018-07-30,ARH2,5.76,23.82,20.82,27.69,14.52,100.48,79.3,20.08,20.04,1.25,20.38,13.82,NASA,NASA
2018-07-31,ARH2,4.87,24.43,19.78,29.34,18.27,100.43,72.31,19.23,19.12,1.1,20.38,14.43,NASA,NASA
2018-08-01,ARH2,0.07,23.93,18.14,30.06,26.25,100.61,68.57,17.91,17.8,1.88,19.76,13.93,NASA,NASA
2018-08-02,ARH2,0,25.62,18.96,32.14,27.32,100.72,58.04,16.87,16.7,1.39,19.76,15.62,NASA,NASA
2018-08-03,ARH2,0,27.51,21.14,34.16,27.52,100.84,49.48,16.06,15.93,0.86,19.76,17.51,NASA,NASA
2018-08-04,ARH2,0,28.24,21.25,34.95,26.41,100.88,56.1,18.77,18.6,1.48,19.76,18.24,NASA,NASA
2018-08-05,ARH2,0.84,26.83,23.84,31.03,21.76,101.07,73.26,21.75,21.64,1.82,19.76,16.83,NASA,NASA
2018-08-06,ARH2,0.68,28.69,22.01,35.52,24.07,100.93,59.7,20.22,20.08,2.26,19.76,18.69,NASA,NASA
2018-08-07,ARH2,0.68,29.47,23.1,36.23,26.08,100.63,57.19,20.25,20.1,2.71,19.76,19.47,NASA,NASA
2018-08-08,ARH2,8.54,27.25,23.83,32.46,12.98,100.56,74.15,22.35,22.23,1.87,19.76,17.25,NASA,NASA
2018-08-09,ARH2,2.16,24.52,22.79,26.64,8.67,100.54,85.77,22,21.99,1.05,19.76,14.52,NASA,NASA
2018-08-10,ARH2,0.2,27.14,21.46,32.95,25.91,100.48,59.05,18.57,18.29,1.57,19.76,17.14,NASA,NASA
2018-08-11,ARH2,0.22,28.09,20.65,34.87,24.78,100.52,58.69,19.37,19.14,1.38,19.76,18.09,NASA,NASA
2018-08-12,ARH2,0.86,27.9,22.25,34.56,24.72,100.8,59.76,19.49,19.31,1.73,19.76,17.9,NASA,NASA
2018-08-13,ARH2,0.45,27.39,21.47,33.76,14.48,100.77,61.18,19.39,19.18,1.22,19.76,17.39,NASA,NASA
2018-08-14,ARH2,0.68,26.06,23.32,29.17,11.3,100.62,70.54,20.41,20.27,1.38,19.76,16.06,NASA,NASA
2018-08-15,ARH2,23.63,26.91,22.84,32.85,17.75,100.5,71.09,21.35,21.17,2.83,19.76,16.91,NASA,NASA
2018-08-16,ARH2,36.36,27.61,24.06,32.12,NA,100.54,82.83,24.47,24.4,2.58,19.76,17.61,NASA,NASA
2018-08-17,ARH2,14.71,26.18,23.67,28.39,13.28,100.65,89.78,24.36,24.38,1.78,19.76,16.18,NASA,NASA
2018-08-18,ARH2,0.65,26.12,22.09,30.46,21.29,100.45,77.75,22,21.93,1.14,19.76,16.12,NASA,NASA
2018-08-19,ARH2,2.38,26.89,21.51,31.62,20.65,100.28,75.39,22.26,22.12,1.04,19.76,16.89,NASA,NASA
2018-08-20,ARH2,9.18,26.52,22.7,30.27,16.61,100.16,85.54,23.92,23.9,3.24,19.76,16.52,NASA,NASA
2018-08-21,ARH2,1.77,24.41,20.53,28.68,15.04,100.51,79.22,20.63,20.59,2.38,19.76,14.41,NASA,NASA
2018-08-22,ARH2,0,23.26,18.71,28.62,21.65,101.03,70.61,17.72,17.57,1.97,19.76,13.26,NASA,NASA
2018-08-23,ARH2,0,21.86,16.39,27.94,24.05,100.99,64.39,14.95,14.85,1.6,19.76,11.86,NASA,NASA
2018-08-24,ARH2,0.17,24.71,17.8,31.7,21.11,100.64,58.93,16.25,16.02,2.31,19.76,14.71,NASA,NASA
2018-08-25,ARH2,0.01,27.23,20.6,34.51,24.03,100.81,62.18,19.5,19.28,2.41,19.76,17.23,NASA,NASA
2018-08-26,ARH2,0.22,28.31,22.68,34.66,23.54,100.93,65.3,21.32,21.17,1.8,19.76,18.31,NASA,NASA
2018-08-27,ARH2,0.03,28.66,23.45,34.65,22.59,100.71,64.45,21.44,21.3,2.73,19.76,18.66,NASA,NASA
2018-08-28,ARH2,0,29.06,23.81,35.02,22.25,100.72,62.32,21.27,21.1,2.66,19.76,19.06,NASA,NASA
2018-08-29,ARH2,7.97,28.21,24.16,33.76,15.94,100.76,73.63,23.17,23.03,2.36,19.76,18.21,NASA,NASA
2018-08-30,ARH2,14.83,25.85,23.52,28.93,20.56,100.88,86.65,23.47,23.47,0.79,19.76,15.85,NASA,NASA
2018-08-31,ARH2,7.18,25.71,22.73,29.56,15.66,100.72,83.9,22.81,22.78,1.35,19.76,15.71,NASA,NASA
2018-09-01,ARH2,0.01,26.96,22.22,32.45,22.79,100.79,71.63,21.51,21.4,2.16,19.3,16.96,NASA,NASA
2018-09-02,ARH2,0.11,27.64,22.31,33.36,21.52,100.85,70.23,21.85,21.73,1.91,19.3,17.64,NASA,NASA
2018-09-03,ARH2,0,28.01,22.96,33.48,21.83,101.02,67.36,21.54,21.39,2.06,19.3,18.01,NASA,NASA
2018-09-04,ARH2,0,28.23,22.41,34.26,21.61,100.98,63.52,20.8,20.65,1.84,19.3,18.23,NASA,NASA
2018-09-05,ARH2,0.74,27.32,22.06,33.71,20.62,100.9,62.46,19.66,19.51,2.45,19.3,17.32,NASA,NASA
2018-09-06,ARH2,4.54,26.89,23.09,31.85,14.87,100.75,73,21.75,21.61,2.92,19.3,16.89,NASA,NASA
2018-09-07,ARH2,5.36,26.01,22.97,29.69,11.83,100.57,83.91,23.11,23.08,2.14,19.3,16.01,NASA,NASA
2018-09-08,ARH2,15.79,25.27,21.86,28.66,13.17,100.12,87.51,23.05,23.04,2.2,19.3,15.27,NASA,NASA
2018-09-09,ARH2,26.42,19.95,16.98,23.57,8.55,100.22,86.22,17.59,17.57,2.32,19.3,9.95,NASA,NASA
2018-09-10,ARH2,0.04,19.69,15.18,24.4,14.22,100.66,80.49,16.28,16.26,1.66,19.3,9.69,NASA,NASA
2018-09-11,ARH2,0,19.9,16.1,24.47,15.44,100.92,78.48,16.1,16.07,1.98,19.3,9.9,NASA,NASA
2018-09-12,ARH2,0.09,20.82,17.86,24.47,11.88,100.97,81.92,17.65,17.63,1.76,19.3,10.82,NASA,NASA
2018-09-13,ARH2,0,25.6,18.8,31.61,21.61,100.88,69.99,19.84,19.72,1.13,19.3,15.6,NASA,NASA
2018-09-14,ARH2,0.02,26.74,21.19,32.99,20.45,100.76,69.69,20.87,20.74,1.76,19.3,16.74,NASA,NASA
2018-09-15,ARH2,0.03,26.49,21.37,32.89,21.94,100.64,65.38,19.6,19.43,2.6,19.3,16.49,NASA,NASA
2018-09-16,ARH2,0.03,26.86,21.33,33.16,21.43,100.39,67.83,20.54,20.42,2.23,19.3,16.86,NASA,NASA
2018-09-17,ARH2,0,27.51,21.55,33.41,20.98,100.42,61.49,19.58,19.42,0.73,19.3,17.51,NASA,NASA
2018-09-18,ARH2,0,28.22,22.15,34.02,NA,100.46,56.69,18.93,18.76,0.91,19.3,18.22,NASA,NASA
2018-09-19,ARH2,0.01,28.72,22.83,35.04,20.86,100.5,59.42,20.17,20.01,0.88,19.3,18.72,NASA,NASA
2018-09-20,ARH2,0,28.43,21.88,35.52,20.61,100.55,58.56,19.66,19.5,1.74,19.3,18.43,NASA,NASA
2018-09-21,ARH2,5.72,27.28,22.61,32.4,14.02,100.73,71.35,21.76,21.64,1.96,19.3,17.28,NASA,NASA
2018-09-22,ARH2,29.28,18.29,16.65,21.44,4.32,100.87,90.02,16.61,16.58,3.59,19.3,8.29,NASA,NASA
2018-09-23,ARH2,30.59,19.83,16.78,22.95,3.67,100.57,94.94,18.97,18.89,2.27,19.3,9.83,NASA,NASA
2018-05-02,DEH1,0,17.84,11.99,24.02,26.59,101.98,71.13,12.62,12.48,3.29,17.32,7.84,NASA,NASA
2018-05-03,DEH1,0,19.39,15.54,23.83,26.15,101.76,78.68,15.64,15.53,4.59,17.32,9.39,NASA,NASA
2018-05-04,DEH1,0.12,19.42,16.42,22.5,25.31,101.41,82.33,16.35,16.26,4.31,17.32,9.42,NASA,NASA
2018-05-05,DEH1,0.49,16.22,13.06,18.38,14.91,101.84,74.55,11.75,11.63,2.64,17.32,6.22,NASA,NASA
2018-05-06,DEH1,2.85,16.08,13.04,19.2,5.67,101.27,92.3,14.81,14.78,1.49,17.32,6.08,NASA,NASA
2018-05-07,DEH1,0.19,15.18,11.91,18.41,20.29,101.72,84.3,12.55,12.56,2.7,17.32,5.18,NASA,NASA
2018-05-08,DEH1,0.02,13.8,10.62,17.62,24.9,102.2,84.02,11.15,11.17,3.68,17.32,3.8,NASA,NASA
2018-05-09,DEH1,0.04,14.02,10.13,18.51,26.17,101.98,75.73,9.85,9.81,2.4,17.32,4.02,NASA,NASA
2018-05-10,DEH1,0.78,16.32,10.4,20.92,25.47,101.35,85.9,13.95,13.66,4.09,17.32,6.32,NASA,NASA
2018-05-11,DEH1,0.26,19.21,15.04,23.52,25.86,101.54,79.37,15.6,15.53,2.23,17.32,9.21,NASA,NASA
2018-05-12,DEH1,4.31,19.17,15.04,25.13,26.22,101.62,85.37,16.67,16.59,2.87,17.32,9.17,NASA,NASA
2018-05-13,DEH1,27.42,14.9,13.12,17.15,10.5,101.72,89.89,13.24,13.24,3.72,17.32,4.9,NASA,NASA
2018-05-14,DEH1,9.83,16.53,13.23,19.21,21.38,101.5,92.16,15.24,15.13,1.61,17.32,6.53,NASA,NASA
2018-05-15,DEH1,3.79,20.32,16.79,24.08,24.63,101.3,89.8,18.58,18.53,3.35,17.32,10.32,NASA,NASA
2018-05-16,DEH1,20.19,18.5,16.31,20.74,7.85,101.54,94.36,17.56,17.52,2.3,17.32,8.5,NASA,NASA
2018-05-17,DEH1,10.77,18.51,16.12,21.37,6.74,101.56,93.27,17.39,17.37,1.84,17.32,8.51,NASA,NASA
2018-05-18,DEH1,42.56,15.2,13.19,17.07,2.93,102.09,94.5,14.31,14.28,5.65,17.32,5.2,NASA,NASA
2018-05-19,DEH1,19.13,17.49,13.68,20.24,10.22,102.07,95.87,16.8,16.65,4.61,17.32,7.49,NASA,NASA
2018-05-20,DEH1,3.04,21.42,18.45,24.65,24.2,101.66,87.91,19.34,19.3,3.8,17.32,11.42,NASA,NASA
2018-05-21,DEH1,0.42,18.34,15.57,21.11,26.9,102.08,82.1,15.25,15.16,2.59,17.32,8.34,NASA,NASA
2018-05-22,DEH1,4.86,18.79,15.11,21.44,17.64,101.8,88.28,16.8,16.63,2.46,17.32,8.79,NASA,NASA
2018-05-23,DEH1,0.58,21.53,18.58,24.22,23.43,101.43,83.54,18.65,18.61,2.94,17.32,11.53,NASA,NASA
2018-05-24,DEH1,0,20.16,16.69,24.3,28.65,101.99,76.41,15.94,15.88,2.55,17.32,10.16,NASA,NASA
2018-05-25,DEH1,0,20.6,15.99,24.4,27.96,101.65,83.04,17.65,17.59,3.92,17.32,10.6,NASA,NASA
2018-05-26,DEH1,2.08,22.76,20.04,25.73,27.08,101.12,86.97,20.48,20.47,3.61,17.32,12.76,NASA,NASA
2018-05-27,DEH1,8.89,21.89,17.41,24.87,17.93,101.34,91.99,20.51,20.46,2.68,17.32,11.89,NASA,NASA
2018-05-28,DEH1,13.75,18.09,15.91,20.62,9.8,101.72,91.15,16.61,16.54,2.86,17.32,8.09,NASA,NASA
2018-05-29,DEH1,0.27,20.97,18.04,24.66,12.73,101.59,88.75,19.04,19.02,1.42,17.32,10.97,NASA,NASA
2018-05-30,DEH1,0.76,19.67,17.95,22.11,16.29,101.69,90.49,18.06,18.07,3.04,17.32,9.67,NASA,NASA
2018-05-31,DEH1,2.39,21.45,18.56,23.82,16.9,101.38,93.46,20.34,20.31,3.19,17.32,11.45,NASA,NASA
2018-06-01,DEH1,1.73,23.5,21.22,26.19,21.93,100.88,88.94,21.57,21.58,1.67,18.54,13.5,NASA,NASA
2018-06-02,DEH1,2.09,23.3,20.21,26.99,13.41,100.67,87.26,21.07,21.07,1.21,18.54,13.3,NASA,NASA
2018-06-03,DEH1,21.93,17.77,16.03,19.82,4.44,100.91,91.45,16.34,16.3,7.49,18.54,7.77,NASA,NASA
2018-06-04,DEH1,3.96,18.36,14.26,21.91,28.22,100.75,83.76,15.58,15.53,4.21,18.54,8.36,NASA,NASA
2018-06-05,DEH1,1.94,19.99,15.29,23.79,28.25,100.7,76.96,15.89,15.81,3.61,18.54,9.99,NASA,NASA
2018-06-06,DEH1,2.69,17.89,15.19,20.07,25.12,101.11,81.28,14.67,14.58,3.08,18.54,7.89,NASA,NASA
2018-06-07,DEH1,0,17.89,14.77,20.93,27.46,101.89,80.42,14.5,14.48,2.38,18.54,7.89,NASA,NASA
2018-06-08,DEH1,0.01,20.39,15.98,24.24,23.62,102.08,84.28,17.66,17.6,2.56,18.54,10.39,NASA,NASA
2018-06-09,DEH1,16.2,21.77,19.47,24.34,15.02,101.8,91.87,20.37,20.37,2.08,18.54,11.77,NASA,NASA
2018-06-10,DEH1,13.63,20.13,18.05,22.47,18.52,101.48,90.8,18.56,18.56,2.97,18.54,10.13,NASA,NASA
2018-06-11,DEH1,11.24,16.89,14.85,18.3,7.37,101.57,88.98,15.05,15.02,5.13,18.54,6.89,NASA,NASA
2018-06-12,DEH1,0.03,17.95,13.92,20.74,26.07,102.14,79.76,14.44,14.38,3.62,18.54,7.95,NASA,NASA
2018-06-13,DEH1,1.78,22.02,18.16,25.11,25.64,101.36,89,20.11,20.08,3.39,18.54,12.02,NASA,NASA
2018-06-14,DEH1,0.01,22.77,19.92,25.04,28.1,101.11,73.75,17.93,17.76,4.02,18.54,12.77,NASA,NASA
2018-06-15,DEH1,0,21.28,17.3,24.06,28.84,101.4,73.67,16.47,16.38,2.39,18.54,11.28,NASA,NASA
2018-06-16,DEH1,0,22,18.03,25.59,28.76,101.69,69.9,16.36,16.24,1.61,18.54,12,NASA,NASA
2018-06-17,DEH1,0.1,22.62,18.95,26.11,27.93,101.78,82.37,19.5,19.43,2.14,18.54,12.62,NASA,NASA
2018-06-18,DEH1,0.1,23.83,20.25,27.02,27.4,101.52,85.29,21.23,21.21,2.31,18.54,13.83,NASA,NASA
2018-06-19,DEH1,3.82,25.03,22.47,27.22,21.9,100.92,87.85,22.89,22.86,2.59,18.54,15.03,NASA,NASA
2018-06-20,DEH1,2.04,24.13,21.35,26.61,23.13,100.93,85.34,21.54,21.52,1.61,18.54,14.13,NASA,NASA
2018-06-21,DEH1,1.77,23.62,20.78,26.06,18.56,100.72,88.43,21.6,21.59,2.14,18.54,13.62,NASA,NASA
2018-06-22,DEH1,4.83,21.05,20.27,22.21,5.63,101.18,90.04,19.35,19.37,5.15,18.54,11.05,NASA,NASA
2018-06-23,DEH1,4.31,23.61,20.7,26.48,19.13,100.84,89.85,21.84,21.83,2.49,18.54,13.61,NASA,NASA
2018-06-24,DEH1,0.85,25.01,21.5,28.32,25.15,101.01,82.68,21.9,21.86,2.04,18.54,15.01,NASA,NASA
2018-06-25,DEH1,0.02,23.04,20.4,25.66,26.27,101.62,79.07,19.28,19.21,2.93,18.54,13.04,NASA,NASA
2018-06-26,DEH1,0,21.44,19.01,23.99,27.59,102.18,76.95,17.3,17.23,3.23,18.54,11.44,NASA,NASA
2018-06-27,DEH1,1.33,22.64,19.77,24.77,17.89,101.59,85.56,20.11,20.08,5.4,18.54,12.64,NASA,NASA
2018-06-28,DEH1,0.46,25.43,22.78,28.15,23.77,100.96,83.54,22.47,22.45,3.19,18.54,15.43,NASA,NASA
2018-06-29,DEH1,0,25.78,22.46,28.97,27.46,101.46,75.73,21.26,21.17,1.71,18.54,15.78,NASA,NASA
2018-06-30,DEH1,0,26.51,21.95,30.61,27.28,101.7,71.93,21.15,21.02,1.39,18.54,16.51,NASA,NASA
2018-07-01,DEH1,0,26.55,22.69,30.28,28.21,101.7,79.52,22.79,22.72,2,17.42,16.55,NASA,NASA
2018-07-02,DEH1,0.35,27.22,23.82,30.38,27.66,101.71,84.73,24.46,24.44,1.59,17.42,17.22,NASA,NASA
2018-07-03,DEH1,0.33,26.84,23.91,29.91,26.85,102.01,84.88,24.11,24.08,1.8,17.42,16.84,NASA,NASA
2018-07-04,DEH1,0.47,26.04,23.33,28.67,26.69,102.36,85.51,23.44,23.41,2.07,17.42,16.04,NASA,NASA
2018-07-05,DEH1,1.71,26.8,24.5,29.1,24.09,102.34,85.63,24.22,24.2,2.74,17.42,16.8,NASA,NASA
2018-07-06,DEH1,10.5,26.31,23.94,27.92,10.16,101.81,88.05,24.18,24.17,3.11,17.42,16.31,NASA,NASA
2018-07-07,DEH1,0.3,21.45,18.75,23.55,19.11,102.37,73.35,16.57,16.42,5.56,17.42,11.45,NASA,NASA
2018-07-08,DEH1,0,21.06,17.95,24.26,29.3,102.52,65.81,14.52,14.41,4.08,17.42,11.06,NASA,NASA
2018-07-09,DEH1,0,21.94,17.65,25.81,29.29,102.16,67.34,15.72,15.59,2.22,17.42,11.94,NASA,NASA
2018-07-10,DEH1,0,24.75,18.57,29.67,28.25,101.4,70.59,19.16,18.97,1.83,17.42,14.75,NASA,NASA
2018-07-11,DEH1,0.38,25.79,22.83,29.08,25.58,101.28,75.35,21.18,21.07,2.08,17.42,15.79,NASA,NASA
2018-07-12,DEH1,2.82,23.73,21.21,26.12,23.96,101.98,80.51,20.23,20.17,2.61,17.42,13.73,NASA,NASA
2018-07-13,DEH1,0,22.87,20.09,25.97,27.8,102.23,72.98,17.86,17.69,2.8,17.42,12.87,NASA,NASA
2018-07-14,DEH1,0,23.8,19.58,27.92,27.25,101.99,65.18,16.99,16.75,2.56,17.42,13.8,NASA,NASA
2018-07-15,DEH1,0.17,25.22,21.49,28.74,22.4,101.58,75.37,20.65,20.52,2.99,17.42,15.22,NASA,NASA
2018-07-16,DEH1,0.95,26.3,23.4,29.75,20.33,101.45,78.97,22.43,22.35,3.3,17.42,16.3,NASA,NASA
2018-07-17,DEH1,29.33,26.17,23.75,30.04,26.07,101.03,83.36,23.16,23.13,3.6,17.42,16.17,NASA,NASA
2018-07-18,DEH1,0.22,25.03,22.68,27.97,27.33,101.17,74.4,20.25,20.02,2.72,17.42,15.03,NASA,NASA
2018-07-19,DEH1,0.02,24.03,20.52,27.48,27.41,101.71,64.93,17.14,16.85,2.36,17.42,14.03,NASA,NASA
2018-07-20,DEH1,0,23.74,20.97,26.84,25.38,101.87,67.87,17.57,17.4,3.17,17.42,13.74,NASA,NASA
2018-07-21,DEH1,52.67,22.96,21.71,23.81,2.16,101.06,87.96,20.86,20.8,6.81,17.42,12.96,NASA,NASA
2018-07-22,DEH1,2.77,24.02,19.92,26.43,22.3,100.95,90.58,22.37,22.29,5.5,17.42,14.02,NASA,NASA
2018-07-23,DEH1,5.41,24.87,23.95,26.34,17.27,101.6,90.92,23.27,23.3,5.74,17.42,14.87,NASA,NASA
2018-07-24,DEH1,7.49,24.85,23.94,26.45,14.71,101.8,91.16,23.3,23.33,5.71,17.42,14.85,NASA,NASA
2018-07-25,DEH1,21.47,24.24,23.32,25.49,11.73,101.33,92.87,23,23.03,4.23,17.42,14.24,NASA,NASA
2018-07-26,DEH1,1.12,25.24,22.69,28.03,25.03,101.18,85.61,22.68,22.67,2.84,17.42,15.24,NASA,NASA
2018-07-27,DEH1,8.9,25.91,23.17,28.94,20.22,101.42,86.93,23.58,23.58,2.53,17.42,15.91,NASA,NASA
2018-07-28,DEH1,6.85,25.75,23.26,28.45,20.09,101.47,81.41,22.38,22.3,1.62,17.42,15.75,NASA,NASA
2018-07-29,DEH1,0.03,24.54,21.34,27.45,24.57,101.79,75.65,20.04,19.95,1.89,17.42,14.54,NASA,NASA
2018-07-30,DEH1,18.71,23.22,22.23,24.32,4.09,101.82,90.62,21.59,21.59,3.62,17.42,13.22,NASA,NASA
2018-07-31,DEH1,2.45,24.45,22.08,26.59,17.82,101.75,88.77,22.48,22.47,2.5,17.42,14.45,NASA,NASA
2018-08-01,DEH1,1.5,26.34,24.37,28.57,21.79,101.69,87.79,24.16,24.17,4.63,16.96,16.34,NASA,NASA
2018-08-02,DEH1,1.7,26.3,24.62,28.45,24.92,101.91,86.69,23.92,23.92,4.52,16.96,16.3,NASA,NASA
2018-08-03,DEH1,4.66,26.01,24.27,28.39,21.27,102,86,23.5,23.49,4.05,16.96,16.01,NASA,NASA
2018-08-04,DEH1,4.54,25.9,23.87,28.56,24.33,101.86,83.27,22.89,22.85,3.81,16.96,15.9,NASA,NASA
2018-08-05,DEH1,0.03,26.38,22.54,30,25.67,102,77.42,22.19,22.11,1.9,16.96,16.38,NASA,NASA
2018-08-06,DEH1,0.49,25.8,23.47,28.12,22.11,101.82,87.96,23.66,23.66,2.65,16.96,15.8,NASA,NASA
2018-08-07,DEH1,2.77,26.68,23.92,29.45,23.51,101.46,84.97,23.97,23.94,3.06,16.96,16.68,NASA,NASA
2018-08-08,DEH1,2.37,27.21,24.36,30.22,24.42,101.12,82.16,23.95,23.9,2.02,16.96,17.21,NASA,NASA
2018-08-09,DEH1,0.99,26.86,24.32,29.69,24.79,100.97,79.51,23.09,23.02,2.68,16.96,16.86,NASA,NASA
2018-08-10,DEH1,0.4,27.05,24.25,29.67,24.62,101.14,75.59,22.46,22.35,1.58,16.96,17.05,NASA,NASA
2018-08-11,DEH1,5.95,26.76,24.57,29.43,14.85,101.22,82.03,23.48,23.43,2.44,16.96,16.76,NASA,NASA
2018-08-12,DEH1,7.22,25.83,24.19,28.18,24.07,101.39,84.12,22.97,22.94,2.05,16.96,15.83,NASA,NASA
2018-08-13,DEH1,7.39,25.5,23.11,28.12,20.69,101.32,83.25,22.49,22.46,2.27,16.96,15.5,NASA,NASA
2018-08-14,DEH1,1.48,24.56,21.32,27.83,24.51,101.21,77.62,20.47,20.4,3.74,16.96,14.56,NASA,NASA
2018-08-15,DEH1,0.14,25.9,22.27,29.61,24.04,101.43,75.63,21.36,21.27,3.28,16.96,15.9,NASA,NASA
2018-08-16,DEH1,0,26.3,23,29.4,20.66,101.77,77.25,22.08,21.99,2.46,16.96,16.3,NASA,NASA
2018-08-17,DEH1,1.66,26.83,24.01,29.44,21.92,101.65,84.71,24.07,24.02,3.13,16.96,16.83,NASA,NASA
2018-08-18,DEH1,5.14,26.77,24.76,29.18,18.42,101.08,81.14,23.32,23.25,2.9,16.96,16.77,NASA,NASA
2018-08-19,DEH1,4.02,24.98,22.77,27.71,20.02,101.19,85.63,22.42,22.4,2.46,16.96,14.98,NASA,NASA
2018-08-20,DEH1,8.41,23.78,22.59,25.66,10.49,101.73,84.15,20.97,20.95,3.98,16.96,13.78,NASA,NASA
2018-08-21,DEH1,9.06,24.72,22.51,26.55,12.31,101.46,87.04,22.42,22.38,4.18,16.96,14.72,NASA,NASA
2018-08-22,DEH1,1.02,25.42,22.72,28.15,18.41,100.83,82.05,22.17,22.1,3.84,16.96,15.42,NASA,NASA
2018-08-23,DEH1,0.02,22.33,19.53,25.12,24.3,101.55,67.08,16.03,15.75,4.17,16.96,12.33,NASA,NASA
2018-08-24,DEH1,0,22.97,19.6,26.56,23.91,102.19,64.23,15.97,15.84,2.06,16.96,12.97,NASA,NASA
2018-08-25,DEH1,0,23.06,20.52,25.62,20.46,102.31,65.55,16.37,16.25,1.71,16.96,13.06,NASA,NASA
2018-08-26,DEH1,0,24.28,20.45,28.15,23.02,102.01,73.97,19.44,19.3,2.91,16.96,14.28,NASA,NASA
2018-08-27,DEH1,0,26.56,22.82,30.66,22.32,101.78,79.76,22.84,22.78,1.87,16.96,16.56,NASA,NASA
2018-08-28,DEH1,0.01,27.22,23.84,30.91,22.45,101.79,80.46,23.63,23.57,2.73,16.96,17.22,NASA,NASA
2018-08-29,DEH1,0.01,27.84,24.41,32.03,22.3,101.59,77.32,23.6,23.49,3.19,16.96,17.84,NASA,NASA
2018-08-30,DEH1,2.07,27.56,24.9,30.58,22.18,101.6,77.62,23.38,23.29,2.3,16.96,17.56,NASA,NASA
2018-08-31,DEH1,20.72,25.07,23.76,26.63,14.53,102.01,88.71,23.08,23.08,3.66,16.96,15.07,NASA,NASA
2018-09-01,DEH1,8.32,24.72,23.17,26.67,17.03,102.24,88.67,22.73,22.73,3.6,17.5,14.72,NASA,NASA
